Job Title,Location,Post Time,Job Description,Requirments,Links
Sr.DevOps Engineer,"Fixed Solutions - Sheraton, Cairo", 2 months ago,"Providing IT integration, support, and DevOps Lead with Kubernetes who can create, lead and deliver a production-ready solution that can host application from multiple clients at private cloud which is a set of software products designed for accelerating the delivery of secure, reliable modern applications. It is a combination of a common platform, several key applications, and a dashboard targeted at managing the core lifecycle of applicationsMain Duties:System integration and implementation of DevOps Tools.Full responsibility for migration and upgrading to new releases.Responsible for system integration and implementation of Kubernetes, Docker, and OpenShift.Maintaining the availability of the applications and their hosted servers. (cooperating with SysAdmins to maintain hosting servers)Performing all possible technical troubleshooting steps to resolve the incidents related to managed environmentsTroubleshooting and fixing database-related issues.Update the technical documentation and the team knowledge base",11Viewed6In Consideration1Not Selected,https://wuzzuf.net/jobs/p/xqw1ptKKO6V4-SrDevOps-Engineer-Fixed-Solutions-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|navbg|spbg
Business Intelligence Developer,"Fatura  - Maadi, Cairo", 18 days ago,"Roles & Responsibilities:Carefully collect the requirements from stakeholders (across teams).Translating business requirements into technical ones.Build the requirements into artistic looking dashboards or other data output using and language.These tools are must:-Tableau desktop, Tableau online/server, Tableau prep, SQL (querying and optimization) and python data libraries.Document the work on schedule.Basic ETL jobs (mostly flows in tableau prep).Participation in data warehouse design.Implement (if needed) and Extract data; from android app analytical tools (Intercom or Mixpanel).Learn new topics and tools on the go (as business grows) like Big Data handling.A plus: Build and maintain Machine Learning prediction models(classification).A plus: Build and maintain time series based predictions.",6Viewed4In Consideration0Not Selected,https://wuzzuf.net/jobs/p/4ydjkUeYF21i-Business-Intelligence-Developer-Fatura-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|navbg|spbg
Odoo ERP Functional Consultant,"Smart IT - Cairo, Egypt", 15 days ago,"Responsibilities : Odoo Functional expert and development.Understand customer requirements and functional consulting tasks on existing Odoo apps.Odoo functional support with all interconnected modules.Working knowledge of ERP systems.Ensure all customised flow strongly.Rich knowledge in all industry domainsProviding Guidance in development to developersWhite box testing with odoo python code.Functional expert for purchase, Warehouse, Accounting, massmail, MRP,contact, subscription, helpdesk, PLM, fleet Management, Website e-commerce, integration, HR, Timesheet, Payroll, Expense, Event management, POS, survey, Recruitment, Leaves, Maintenance,Odoo project management, Cost and revenue, Accounting Assets, payble, receivable, fixed assets, current assets, Liability, Liquidity, Income, expense, bank and Cash, Analyze customer requirement and documentationWell known for Access rights and record rule for all ERP Knowledge for all Accounting reports.Code review for odoo Python, XML, odoo CSV, for all MVC structure.Functional testing, white box testing, security testing, ad-hoc testing, Regression testing, Re-testing, Load testing, Manual testing.Odoo server management, Crete server with new Port with .conf and server file.Git Hub, Bitbucket repo management for better code review, code push, pull operation.Odoo settings and Configuration.PostgreSQL, Odoo database, Queries Odoo Multi-company settings, and multi-company management.Translation for Odoo system with PO file.Import/Export operation.",5Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/82TyysxVZFYJ-Odoo-ERP-Functional-Consultant-Smart-IT-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Cloud Implementation Engineer,"Forte Cloud - New Cairo, Cairo", 3 days ago,"Migrate applications, databases, and services on the AWS platform.Design and implement various AWS services architectures and configurations for the customers along with the team members.Analyze on premises applications and database environments and plan migrations to AWS.Identify workarounds for specific issues and corner scenarios observed during migration.Automate solutions for repeatable problems.Document best practices and strategies regarding project’s deploymentWork directly with customers’ technical and business teams to devise and recommend solutions based on their requirements.Communicate directly with the customers to make sure that the implementation process is running smoothly.Document the best practices and the different written codes.Keep up to date with AWS New services and solutions.Work with the team on the AWS competency program.Cooperate with the support team and provide them the required information to ensure they can support the customers efficiently and effectively.",7Viewed6In Consideration1Not Selected,https://wuzzuf.net/jobs/p/b5kVfR9NUaYg-Senior-Cloud-Implementation-Engineer-Forte-Cloud-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|navbg|spbg
Testing & Support Engineer,"El-Sewedy Electrometer - 6th of October, Giza", 8 days ago,"Test automation and programming skills is highly preferred. (Python, Selenium, Linux, ..)Deal with database management systems (SQL or Oracle).Working knowledge of web programming technologies and languages including HTML, CSS, JavaScript, & SQL queries to troubleshoot web applications is a plus.Excellent communication and presentation skills.Articulate complex technical subject matter in a clear and easy to understand manner to both technical and non-technical audiences.Anticipate, comprehend, identify, prioritize, & meet the needs of internal and external customers while providing excellent customer service.",10Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/l47f3WlLhFdS-Testing-Support-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=117&l=sp&t=sj&a=python|search-v3|navbg|spbg
IT System Engineering Leader,"Premier Services and Rec... - New Cairo, Cairo", 10 days ago,"Experience with Linux and/or Windows servers.Experience with at least one scripting language such as PowerShell, Python and similar languages.Hands-on log management, monitoring and alerting such as ELK, Grafana and Prometheus.Hands-on vMware vSphere managementHands-on Packer and TerraformHands-on Kubernetes and OpenshiftHands-on CI/CD tools such as Jenkins.Hands-on version control platforms such as GitHub.Oral and written fluency in EnglishGood understanding of computer systems, mobile devices and other tech productsPrinciples of network systemsVarious software applications and basic hardware for the PCFamiliarity with containerization, networking, storage, database and security",5Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/6NNubG4azn0l-IT-System-Engineering-Leader-Premier-Services-and-Recruitment-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|navbg|spbg
Enterprise Solutions Team Leader (Odoo),"Mideast Software - New Cairo, Cairo", 18 days ago,"Provide technical leadership to teammates through coaching and mentorship.Maintain high standards of software quality within the team by establishing good practices and habits.Identify and encourage areas for growth and improvement within the team.Capable of understanding and contributing to the technical solution from design through to code level.Collaborate with other software developers, business analysts and software architects to plan, design, develop, test, and maintain required system modules, front-end, back-end applications built on different technologies.Design, develop, and unit test applications in accordance with established standards.Participate in peer-reviews of solution designs and related code.Analyze and resolve technical and application problems.Design and implement new features based on Opensource Enterprise Resource Planning solutions and applications.Optimize software to maximize speed and scale, factoring in network latency and bandwidth constraints.Develop test infrastructures, writing documentation and ensuring high performance.Translating of UI/UX wireframes to visual elements.Collaborating with other team members and/or teams.Write new code and maintain and update existing code.Designing and scaling REST APIs.Building reusable code and libraries for future use.Package and support cloud deployment of releases.Abide by and enforce internal processes and policies.",7Viewed4In Consideration1Not Selected,https://wuzzuf.net/jobs/p/P5GuOwbbPDp1-Enterprise-Solutions-Team-Leader-Odoo-Mideast-Software-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|navbg|spbg
Backend Software Engineer,"Sharee Coin - New Cairo, Cairo", 1 hour ago,"As a back end developer, you will code back-end services in Node JS and Python is a plusDesigning and writing well-structured APIs in Node.js Integration of user-facing elements developed by front-end developers with server side logic.Integration of multiple data sources and databases into one system.Ensuring high performance and responsiveness of requests from the front-end.Monitoring existing applications for optimization, debugging and development new features Working within cross discipline teams to ensure client objectives are met.Documenting architecture and guidelines.",,https://wuzzuf.net/jobs/p/2mw6tzqRg7sK-Backend-Software-Engineer-Sharee-Coin-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|navbg|spbg
Software Development Support Engineer,"ITIDA - 6th of October, Giza", 2 days ago,"Support the application operation lifecycle (release and support).Execution of assigned project tasks including installing ESCC Software products, testing, and managing the project through end-user deployment.Provide the required level of support (24/7) for our customers to facilitate the usage of implemented software and security solutions.Assist customers in troubleshooting problems, diagnose issues with software installation and application, identify sources of the problem and offer solutions.Can be involved in the creation of new software and work closely with software engineers and development teams to identify and resolve potential issues in the development stage.Maintaining and updating technical documents and proceduresEvaluate software and hardware requirements for PKI/cryptography infrastructure.Provide problem analysis and solution development activities.Installing and deploying the open-source products and the programs developed by our development team to meet the systems ‘needs of the provided security solutions.Develops and modifies modules based on functional and system requirements",13Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/o0SevKp1ePcX-Software-Development-Support-Engineer-ITIDA-Giza-Egypt?o=121&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Software Engineer - Full Stack (6 Months Contract)," - Cairo, Egypt", 2 months ago,"They will work on both front and back-end development activities, solutions, methods, and practices.They will be pushed outside of your comfort zone to constantly learn new skills and develop reusable code libraries.Their responsibility will be extended in using best practices and writing clean, tested, modular, meaningful code and diagnosing problems at any level (Client, HTTP/Network, Server, Database, OS).",5Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/WcPlDgmDOvRu-Senior-Software-Engineer---Full-Stack-6-Months-Contract-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior .Net Full Stack Developer (Project Based),"One Point Holding - Sheraton, Cairo", 18 days ago,"Job BriefWe are looking for a Senior Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.ResponsibilitiesDesign client-side and server-side architectureBuild the front-end of applications through appealing visual designDevelop and manage well-functioning databases and applicationsWrite effective APIsTest software to ensure responsiveness and efficiencyTroubleshoot, debug and upgrade softwareCreate security and data protection settingsBuild features and applications with a mobile responsive designWrite technical documentation",28Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/zq1P7w9fu5a5-Senior-Net-Full-Stack-Developer-Project-Based-One-Point-Holding-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|navbg|spbg
IT Technical Support (80 % Of Work Will Be Allocated In Africa)," - Cairo, Egypt", 12 days ago,"1.   Install, configure, maintain, repair, troubleshoot, and upgrade:Software and hardwareNetwork servers, connections, cabling, and technology toolsLocal area network, domain, users, rulesSecurity systems; firewalls, intrusion detection, CCTV, time attendanceOffice tools; PC's, Laptops, Printers, Scanners…Operating systems, virtual machinesSystem backupCard printers (is a big plus)Label printers (is a big plus)2.   Travel frequently for project implementations in the Sub-Saharan African countries ",11Viewed0In Consideration2Not Selected,https://wuzzuf.net/jobs/p/ymgfCb8s4v1u-IT-Technical-Support-80-Of-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|navbg|spbg
React Front End Web Developer - Ocucon UK Team - (Alexandria),"Procrew - San Stefano, Alexandria", 19 days ago,"ProCrew is a partner of Ocucon (UK),  become the largest provider of video analytics services. We believe that success is based on outstanding service, delivered consistently by enthusiastic and visionary people.We’re looking to expand our existing Software Development function, with a React Front End developer to work in a fast-paced cross-disciplinary team.You’ll be responsible for designing and developing engaging user interfaces that interact with REST APIs, and use your JavaScript skills to implement frontend logic. You will be maintaining and supporting existing web applications, ensuring that they are well maintained. You will express ideas through wireframes and be mindful of delivering a good user experience.Turning requirements into great designsProducing wireframes to express your ideas to non-technical peopleProviding time estimatesImplementing React UIs and front end business logic based on your designsEnsuring consistency in the look and feel across multiple products",39Viewed10In Consideration46Not Selected,https://wuzzuf.net/jobs/p/8VL9e025LerV-React-Front-End-Web-Developer---Ocucon-UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=125&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Devops Engineer,"Botit - Downtown, Cairo", 10 days ago,"Design, build, configure, and maintain Linux and related high performance systems and storage on premise and in the cloud.Work closely with the software and business teams to identify computing requirements and develop solutions.Monitor infrastructure and applications for uptime and resource utilization, identify performance bottlenecks, and implement changes to improve performance.Improve operational efficiency through automation.Maintain detailed documentation of system build and operational procedures.You will support the team in automating the solution delivery and assist in aligning the automation with the delivery processes and solution design to achieve the efficient outcome focusing on time, cost, and quality.Responsible of administration of Linux and Windows systemsDevelop maintain and improve areas points for automation of infrastructures and systems Ensure the quality of automation servicesResponsible for security of the network and the serversPragmatic you know how to make the right decisions to work on multiple requests in parallel while respecting deadlinesGeek at heart and passionate you are curious and keen on keeping yourself up-to-date with respect to the latest technological developments",7Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/qZPhBSMQ3Avg-Senior-Devops-Engineer-Botit-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior .Net Software Developer,"Kalasko - Hurghada, Red Sea", 11 days ago,"ResponsibilitiesResearching, Aanalyzing, designing, implementing and managing software programsTesting and evaluating new programsMaintaining and upgrading existing systems, fix errors, improve its performance, upgrade interfaces, libraries or adapt it to new hardware.Focus on and deliver on quality.Identifying areas for modification or improvement in existing programs and subsequently developing these modificationsWriting and implementing efficient codeDetermining operational practicalityDeveloping quality assurance proceduresDeploying software tools, processes and metricsWorking closely with other developers, software testers, solutions specialists, customer success engineers, application support engineers. Writing technical, development documentation. Working closely with team members and other stakeholders within the company.You are always pro-active and are picking up tasks, supporting the project team to meet the project goals.Represent the Company in a positive, helpful and professional way at all times",13Viewed9In Consideration3Not Selected,https://wuzzuf.net/jobs/p/HUeOT6iNgXje-Senior-Net-Software-Developer-Kalasko-Red-Sea-Egypt?o=127&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Business Intelligence Analyst,"CEPRES - Sheikh Zayed, Giza", 22 minutes ago,"CEPRES is a leading digital solution provider developing solutions for private equity, the fastest growing institutional asset class today. We develop and distribute an award winning Digital Investment Platform while connecting thousands of professionals to the largest private investment network worldwide. CEPRES is headquartered in Munich, with staff in New York, Denver, Chicago, London, Heidelberg, and Singapore. Our team is incredibly diverse with over 20 nationalities in 6 different locations globally.At CEPRES we value smart and innovative people who also work effectively in a team environment. As a dynamic, agile company, we encourage our staff to focus on achieving results and growing their potential.For our BI team we are looking for a Business Intelligence Analyst who is passionate about the private equity market and its various businesses, enjoys solving problems quickly, and has a very good technical understanding.Your tasks & key responsibilities:Interacting with end users to understand their requirements, analyzing them and developing appropriate dashboards in tableau.Extract and analyze data from various databases, drawing actionable insights to enable decision-making on the key questions facing all areas of operationsUsing SQL to retrieve data from databases and perform transformations on data obtained from multiple data sources in order to make them usable for analysis.Support the launch of new projects, ensuring follow-up and delivery on timePerforming statistical analysis either in R or Python.Documenting all the defined process/project related activities appropriately and using Project management tool to capture all activities.Develop and produce presentations, descriptive documentations regarding our products and analysisWhy CEPRES:Being part of a strong and unique growth story – the largest digital Private Markets network based on innovative data gathering and state-of-the art analytical toolsExciting and challenging role in a dynamic and international team & environmentWork in private equity - one of the most demanded and attractive finance industries todayProfessional development opportunities and potential for career growthSupport with training and coachingAccess to our private gym membership",,https://wuzzuf.net/jobs/p/iOC285ISbyfl-Senior-Business-Intelligence-Analyst-CEPRES-Giza-Egypt?o=128&l=sp&t=sj&a=python|search-v3|navbg|spbg
.NET Software Developer (Internship),"SmartTech Systems - Nasr City, Cairo", 10 days ago,"Job Description:Design, develop and integrate system components.Participate in sprint planning and estimation",55Viewed24In Consideration2Not Selected,https://wuzzuf.net/jobs/p/IFvjOG5NJzeU-NET-Software-Developer-Internship-SmartTech-Systems-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|navbg|spbg
Junior SW QC Engineer - Banha,"Z2 Data - Banha, Qalubia", 4 days ago,Analyzing user’s stories and/use cases/requirements for validity and feasibility.Collaborate closely with other team members and departments.Design and develop automation scripts when needed.Detect and track software defects and inconsistencies.Apply quality engineering principals throughout the Agile product lifecycle.Provide support and documentation.,3Viewed13In Consideration0Not Selected,https://wuzzuf.net/jobs/p/I2eZYIYSclPj-Junior-SW-QC-Engineer---Banha-Z2-Data-Qalubia-Egypt?o=130&l=sp&t=sj&a=python|search-v3|navbg|spbg
Junior Software Testing - Cairo,"Z2 Data - Nasr City, Cairo", 4 days ago,Analyzing user’s stories and/use cases/requirements for validity and feasibility.Collaborate closely with other team members and departments.Design and develop automation scripts when needed.Detect and track software defects and inconsistencies.Apply quality engineering principals throughout the Agile product lifecycle.Provide support and documentation.,52Viewed25In Consideration0Not Selected,https://wuzzuf.net/jobs/p/aTTF5pVU07Kz-Junior-Software-Testing---Cairo-Z2-Data-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|navbg|spbg
Software Development Manager," - Giza, Giza", 1 month ago,"Guide, coach and mentor software development engineers.Provide project management and technical leadership for every aspect of software.Establish and stimulate software development standards and processes along with best practices for delivery of scalable and high quality software.Develop relations with existing and prospective customers to interpret all individual requirements.Manage the development, deployment, and integration of software solutions.Involve in strategic plans to accomplish technical as well as business with leadership chain, team and with customers.Deliver reports and proposals to upper management.Create a budget and timeline for the development project.",32Viewed0In Consideration2Not Selected,https://wuzzuf.net/jobs/p/N6OabqAK2R7l-Software-Development-Manager-Giza-Egypt?o=132&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Technical Support Engineer,"Expandium - Maadi, Cairo", 1 month ago,"Ensures the successful installation, integration, and deployment of application monitoring tools and solutions in various production and non-production environmentsInstall application monitoring tools working with the infrastructure teams, and report application metrics with the ultimate goal of preventing problems and improving IT effectivenessAnalyzes reported incidents and problems for the applications, assessing patterns, making recommendations and implementing monitoring solutions.Prepares and maintains technical documentation to assist with operation, maintenance, and development of the monitoringProvide Instrumentation for proactive diagnostic insight into health of applicationsMore Information:Once your CV is selected, we will call you for a screening Interview.",62Viewed7In Consideration3Not Selected,https://wuzzuf.net/jobs/p/CvRJlUCKyyHR-Senior-Technical-Support-Engineer-Expandium-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Full Stack Developer,"Affsquare - Sheraton, Cairo", 9 days ago,"Develop concepts to improve and implement responsive web designDevelop new user-facing featuresBuild reusable code and libraries for future useEnsure the technical feasibility of UI/UX designsOptimize applications for maximum speed and scalabilityCollaborate with other team membersDeploy time-sensitive marketing campaigns across client websitesCode and deploy email marketing campaignsRun reports and helps to build presentation decksProgramming, developing, website coding, and producing data-driven websites using WordPress and WooCommerce.Ensure consistent performance on all major devices/browsers, including fast load times and bug-free core functionality with a focus on mobile optimization and performance.Construct design solutions with the e-commerce/marketing team with a focus on improving website usability.Maintain, revise, and continually look to improve all aspects of the website (i.e. content, architecture, images, graphics, keyword performance, lead generation, etc.).",24Viewed12In Consideration0Not Selected,https://wuzzuf.net/jobs/p/72GD9NDa8HTA-Senior-Full-Stack-Developer-Affsquare-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|navbg|spbg
Software Tester,"Div Systems - Mokattam, Cairo", 2 months ago,"Execute test cases (manual and automated) and analyze resultsImplementation and automation of unit tests, regression tests, smoke tests, stress and acceptance tests.Design and develop automation scriptsCreate logs to document testing phases and defectsReport bugs and errors to development teamsPreparing technical proposalsWriting software documentation",38Viewed4In Consideration0Not Selected,https://wuzzuf.net/jobs/p/OxZkzWXdf0HT-Software-Tester-Div-Systems-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|navbg|spbg
Robotics Instructor Steam,"iSchool - New Cairo, Cairo", 1 month ago,"We are looking for candidates that:Instruct and Lead Membership sessions, Educational Camps, Workshops, introductory sessions, or educational Competitions for students, and Deliver knowledge using the STEAM educational approach.Asses the assigned students and write detailed professional feedback for each student following their Assigned sessions with a maximum time limit of 24 hours.Model, deliver, and craft rich student-centered learning experiences with a combination of pedagogical skills, Technical skills in any of the specified Areas (Computer Science – Robotics – Graphic design), and a great sense of positive Teaching.Manage the classroom with the required session’s standards and create a positive classroom culture that encourages positive instructor–student relationships, Deep Learning, Collaboration, and Consistent Communication.Create and implement strategies for weaving STEAM experiences into multi-disciplinary curricula for students with an age that ranges between 6 – 17.Work in partnership with instructors and staff, modeling consistent effective teaching with technology, engagement, lesson plan design, use of technology, STEAM, and online tools.Demonstrate fundamental knowledge of the connection between technology, and other fields of study.Answer and support Students' questions, constantly evaluate and oversee their overall progress to enhance their knowledge and outputted work quality through session’s feedback, generating periodic Documented Evaluation Reports for updating student’s parents, group related instructors, and upper management.Support parent’s technical/educational queries about the session's content, sessions process, and student’s progress with the help of the Team Leader Assigned.",46Viewed16In Consideration32Not Selected,https://wuzzuf.net/jobs/p/JW4lzXJ95ibv-Robotics-Instructor-Steam-iSchool-Cairo-Egypt?o=136&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Full Stack Developer (.Net Core & Angular 9+),"SmartTech Systems - Nasr City, Cairo", 2 months ago,Perform development tasks within an agile environment (Scrum and Kanban).Handle existing software problems and carry out requested changes.Participate in the Team meetings.Writing Documentation according to business needs.,22Viewed8In Consideration1Not Selected,https://wuzzuf.net/jobs/p/HsqPBCJS73ib-Senior-Full-Stack-Developer-Net-Core-Angular-9-SmartTech-Systems-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|navbg|spbg
Back-End Java Developer,"e Aswaaq Misr - Giza, Egypt", 2 months ago,"ResponsibilitiesSpecific objectives and deliverables will be agreed upon as part of your annual Performance and Development Review (PDR) process, the points below are a summary of your main duties and responsibilities.Job-specific responsibilities:Write clean code to develop functional web applicationsTroubleshoot and debug applications.Perform UI tests to optimize performance.Manage cutting-edge technologies to improve legacy applicationsCollaborate with Front-end developers to integrate user-facing elements with server-side logic.Gather and address technical and design requirements.Provide training and support to internal teams.Build reusable code and libraries for future use.Liaise with developers, designers, and system administrators to identify new features.Follow emerging technologies.",33Viewed3In Consideration0Not Selected,https://wuzzuf.net/jobs/p/6MKTPSfvEnN4-Back-End-Java-Developer-e-Aswaaq-Misr-Giza-Egypt?o=138&l=sp&t=sj&a=python|search-v3|navbg|spbg
R&D Engineer,"Simplex - Nasr City, Cairo", 2 months ago,"Job Purpose:Support Technical Department to create and develop new products.ResponsibilitiesThe employee will be required to carry out the following responsibilities:Research in new technology and product.Development of our product.Implementation of prototypes and new products.Sending daily report with work update.Conceptualize, design, build, test, and troubleshoot Prototypes using various laboratory equipment, tools, and CNC machine parts.Assist Manufacturing Assembly and Production when needed.Recommend and apply design improvements for existing products",31Viewed5In Consideration0Not Selected,https://wuzzuf.net/jobs/p/1rAo6S5T281f-RD-Engineer-Simplex-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|navbg|spbg
Computer science Instructor ( STEAM ),"iSchool - New Cairo, Cairo", 2 months ago,"iSchool is offering a suite of programs for children ages 6 to 17 introducing them to science, technology, engineering, and math through a variety of workshops all aimed at developing problem-solving skills, Programs include after-school programs, evening classes, in-school field trips, workshops.Instruct and Lead Membership sessions, Educational Camps, Workshops, introductory sessions or educational Competitions for students, and Deliver knowledge using STEAM educational approach.Asses the assigned students and write a detailed professional feedback for each student following their Assigned sessions with a maximum time limit of 24 hours.Model, deliver, and craft rich student-centered learning experiences with a combination of pedagogical skills, Technical skills in any of the specified Areas (Computer Science – Robotics – Graphic design) and a great sense of positive Teaching.Manage the classroom with the required session’s standards and Create a positive classroom culture that encourages positive instructor – student relationships, Deep Learning, Collaboration and Consistent Communication.Create and implement strategies for weaving STEAM experiences into multi-disciplinary curricula for students with an age that ranges between 6 – 17.Work in partnership with instructors and staff, modeling consistent effective teaching with technology, engagement, lesson plan design, use of technology, STEAM and online tools.Demonstrate fundamental knowledge of the connection between technology, and other fields of study.Answer and support Students questions, constantly evaluate and oversee their overall progress to enhance their knowledge and outputted work quality through session’s feedback, generating periodic Documented Evaluation Reports for updating student’s parents, group related instructors and upper management.Support parent’s technical / educational queries about the sessions content, sessions process and student’s progress with the help of the Team Leader Assigned.",86Viewed85In Consideration0Not Selected,https://wuzzuf.net/jobs/p/4wGwnZ4LfABw-Computer-science-Instructor-STEAM-iSchool-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Software Engineer,"NewStore - Berlin, Germany", 1 month ago,"We are seeking a talented & passionate Senior / Middle Software Engineer who loves to build software.We are looking for people who value personal & professional growth. Engineers who care passionately when things don't work for customers. Those who hear that something is impossible and do it anyway. Those who when they have made a mistake and proudly wear what they have learned from that experience as a badge of honor. We want people that can look at a problem from a holistic perspective, who believes that sharing knowledge with others is the best way to get ahead, and someone who boldly goes where no man has gone before and is not afraid to ask difficult questions.About NewStoreNewStore is the essential OmniChannel store solution for enterprise retailers. With our OmniChannel solution retailers can combine their online & offline business by creating a joyful shopping experience for the consumer and associate alike. With the NewStore Platform, the whole shop can be managed fully via iPhone.NewStore customers include ANINE BING, Burton Snowboards, Decathlon, GANNI, Outdoor Voices, and UNTUCKit. It is backed by General Catalyst, Activant Capital, and Salesforce Ventures. Learn more at www.newstore.com.About our cultureWe are following the DevOps culture of owning, operating, and maintaining our systems end to end.Our empowerment model is to bring purpose, autonomy & mastery into each team.We believe that engineers are the best problem solvers in the world.We are eager to learn and share our knowledge. Every engineer is expected to share his knowledge at least once per quarter.We work in an Agile way of having a short feedback loop and building solutions in a collaborative way closely with our customers.What we offerConstant personal & professional growth that is supported by interesting challenges, regular feedback, coaching & mentoringAn innovative product that is expanding worldwideThe strong leadership team that created many successful productsEmpowerment environmentCompetitive salary",17Viewed0In Consideration13Not Selected,https://wuzzuf.net/jobs/p/x1eQf18ZVl1j-Senior-Software-Engineer-NewStore-Berlin-Germany?o=141&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior DevOps Engineer / Senior DevOps Architect," - Heliopolis, Cairo", 4 days ago,"Collaborate with software engineers, data professionals, and product managers to understand system needs.Communicate and supervise all DevOps technical aspects across teamsDesign, launch and manage DevOps and Data scalable infrastructure.Design, launch and manage capacity and backup/restore strategies and toolsDesign, launch and manage automation environment for provisioning, testing, staging in production.Design, launch and manage CI/CD pipelines.Analyze, support, troubleshoot and resolve issues in production",,https://wuzzuf.net/jobs/p/Yyj9xkaxuAOx-Senior-DevOps-Engineer-Senior-DevOps-Architect-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|navbg|spbg
Software Engineer,"Fab-Minds - Sheraton, Cairo", 15 days ago,"Fab-Minds is looking for a Software Engineering professional to develop, upgrade, and maintain the diverse and advanced IP software stack of Fab-Minds' 3D printers. The job will include development of highly innovative software solutions that forms a complete multi-layer software stack all the way from the embedded systems layers to the application layer that can be in various forms such as mobile apps, web interfaces, desktop solutions. The job will include interaction with many other engineering functions inside the company both in-site and overseas to ensure the delivery of high-quality solutions that meets our needs.To be successful in this role, you must be able to engage in early stages of the definition and development of different software solutions and to participate in the support and maintenance of already available and deployed solutions. You must also be able to interact and handle the communication with different technical and non-technical stakeholders and formulate their requirements into functional requirements and eventually into software solutions. Roles and ResponsibilitiesPerform the full life cycle of software development including definition, design, implement, and testing of software modules present in the company’s IP stack both on the block-level and the system-level. Deployment of verified software on embedded platform and perform validation testing. Development of documentation for different systems components. Maintenance of legacy and deployed codes and development of optimization plans. Develop and maintain mobile apps and ensure cross-platform compatibility. Identify issues and systems bugs and perform bug fixes. Develop and manage the deployment of validated codes on different system platforms.Interface with other teams and stakeholders to align the requirements with software plans. Provide high-quality reports for senior engineers on both the work progress and development plans. ",38Viewed7In Consideration29Not Selected,https://wuzzuf.net/jobs/p/hGl0StOAYFpp-Software-Engineer-Fab-Minds-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|navbg|spbg
