Job title ,Hiring Company,Comapny Address,Shift,Links
Back-End Web Application Developer,Wireless Dynamics,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/WDN38j8dqLjK-Back-End-Web-Application-Developer-Wireless-Dynamics-Cairo-Egypt?o=402&l=sp&t=sj&a=data science|search-v3|hpb|spbg
React Native Mobile Developer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/FceMpSZ505PZ-React-Native-Mobile-Developer-Cairo-Egypt?o=403&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .Net Developer- 6th October,Paxerahealth Corp,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/qEsYog6OrmFc-Senior-Net-Developer--6th-October-Paxerahealth-Corp-Giza-Egypt?o=404&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle HRMS Techno-Functional Consultant,ITS ,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/CLwUbfeE5CER-Oracle-HRMS-Techno-Functional-Consultant-ITS-Cairo-Egypt?o=405&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT System Administrator,Geyushi Motors,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ACMqJSsdm3Bq-IT-System-Administrator-Geyushi-Motors-Cairo-Egypt?o=406&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Automation QA Specialist,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/TMyC83ZnpIIM-Automation-QA-Specialist-Cairo-Egypt?o=407&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Dot Net Developer - Remotely,Aldar International,"Hawally, Kuwait ",Work from home,https://wuzzuf.net/jobs/p/Hi415ygszYqw-Senior-Dot-Net-Developer---Remotely-Aldar-International-Hawally-Kuwait?o=408&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Project Director- Egypt Osra,The Palladium Group,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Aw6DxGgTVzf0-Project-Director--Egypt-Osra-The-Palladium-Group-Cairo-Egypt?o=409&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Flutter Mobile Developer,Confidential -,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/HgUM0I9LKxQD-Flutter-Mobile-Developer-Cairo-Egypt?o=410&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Q.C Engineer - Agriculture,Daltex,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/OuLb7wW84VXU-QC-Engineer---Agriculture-Daltex-Giza-Egypt?o=411&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/bYlfxZ6MB2Xv-Backend-Engineer-TEMPO-Cairo-Egypt?o=412&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Database/Applications Section Head,Confidential -,"Madinaty, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/NVpBDeb2Uncj-DatabaseApplications-Section-Head-Cairo-Egypt?o=413&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,TEMPO,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/j8InTJ8CkxyN-Senior-Android-Developer-TEMPO-Cairo-Egypt?o=414&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Assistant Lecturer in Computing/Computer Science,El Sewedy Education - The Knowledge Hub Universities,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/PrMYQo4Uo1aE-Assistant-Lecturer-in-ComputingComputer-Science-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=415&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sales Coordinator,Power Solutions,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZHVykYwtJKRW-Sales-Coordinator-Power-Solutions-Giza-Egypt?o=416&l=sp&t=sj&a=data science|search-v3|hpb|spbg
SR Business Analyst,Easy Cash,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zCX4zmlI47W5-SR-Business-Analyst-Easy-Cash-Cairo-Egypt?o=417&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microsoft Hyper-V Engineers,Public Cloud Service,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/sPGEAw07naxa-Microsoft-Hyper-V-Engineers-Public-Cloud-Service-Giza-Egypt?o=418&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Technical Support Admin,Raya Customer Experience,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/PxivBUJysqpn-IT-Technical-Support-Admin-Raya-Contact-Center-Giza-Egypt?o=419&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Lead iOS Developer,Mongez,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/rRpuD9sxNa7h-Lead-iOS-Developer-Mongez-Cairo-Egypt?o=420&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network Architect,alfanar,"Riyadh, Saudi Arabia ",Full time,https://wuzzuf.net/jobs/p/ZZj99tgnGy9I-Network-Architect-alfanar-Riyadh-Saudi-Arabia?o=421&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior PHP Developer - Laravel,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/4BQaO34nnK2M-Senior-PHP-Developer---Laravel-Nile-Bits-LLC-Giza-Egypt?o=422&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Techno Functional Business Analyst,Path-Solutions,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/7isOzPsA0lwY-Techno-Functional-Business-Analyst-Path-Solutions-Cairo-Egypt?o=423&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior React JS Frontend Developer,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/adcozx0ZNDjL-Senior-React-JS-Frontend-Developer-Nile-Bits-LLC-Giza-Egypt?o=424&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Developer,iSchool,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sCd2YoRzfO6G-Full-Stack-Developer-iSchool-Cairo-Egypt?o=425&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Testing Engineer,Stylish Eve,"Alexandria, Egypt ",Work from home,https://wuzzuf.net/jobs/p/MAlfa8EpqAB7-Software-Testing-Engineer-Stylish-Eve-Alexandria-Egypt?o=426&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Technical Support Senior Admin,Raya Customer Experience,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZPp3DBbOOpx9-IT-Technical-Support-Senior-Admin-Raya-Contact-Center-Giza-Egypt?o=427&l=sp&t=sj&a=data science|search-v3|hpb|spbg
SOC L2 Engineer,ZINAD IT,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JXJuoQ5mop00-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=428&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Architect (Azure Cloud Architect),SmartTech Systems,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/UWGXy4T23U0A-Senior-Software-Architect-Azure-Cloud-Architect-SmartTech-Systems-Cairo-Egypt?o=429&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Implementation Consultant,Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/h05GcpwmO8WP-Implementation-Consultant-Flairstech-Cairo-Egypt?o=430&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Security Specialist,TAQA Arabia,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Pvk378I7tZQb-IT-Security-Specialist-TAQA-Power-Cairo-Egypt?o=431&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Engineer - C++,Expandium,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qeNu6SJdCDbf-Senior-Software-Engineer---C-Expandium-Cairo-Egypt?o=432&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Back-End Developer,Glitchfix,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/nNU2sWd3kAP8-Senior-Back-End-Developer-Glitchfix-Giza-Egypt?o=433&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Infrastructure Services Manager,Etisalat Misr,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/TgmQrzmANdB7-Infrastructure-Services-Manager-Etisalat-Misr-Cairo-Egypt?o=434&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mobile Developer,SABA,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dybNo2JgA2Hn-Mobile-Developer-SABA-Cairo-Egypt?o=435&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Java Senior Developer – On site Banking Project,eBSEG,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/7wUOaHFS2Fj5-Java-Senior-Developer-–-On-site-Banking-Project-eBSEG-Cairo-Egypt?o=436&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Technical Team Lead (.NET),DEVOPSolution,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/1TMhOmTkdXUB-Technical-Team-Lead-NET-DEVOPSolution-Cairo-Egypt?o=437&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Flutter Developer,Queen Tech Solutions,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/56kkUxkkL2qS-Flutter-Developer-Queen-Tech-Solutions-Cairo-Egypt?o=438&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Electroplating Process Improvement Chemist,Ahram Security Group,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Hge5yiigNNSk-Electroplating-Process-Improvement-Chemist-Ahram-Security-Group-Cairo-Egypt?o=439&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Engineer,StatsBomb,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PeYLgdWNH3Dg-Software-Engineer-StatsBomb-Cairo-Egypt?o=440&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Java Developer,ScaleFocus,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Wk6YQwCxhdai-Java-Developer-ScaleFocus-Cairo-Egypt?o=441&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Web Developer - Flojics Team Dubai,Procrew,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/ufZACOfgOJAy-Senior-Web-Developer---Flojics-Team-Dubai-Procrew-Cairo-Egypt?o=442&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Java Team Leader – On site Banking Project,eBSEG,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/VH19bY4EOgsG-Java-Team-Leader-–-On-site-Banking-Project-eBSEG-Cairo-Egypt?o=443&l=sp&t=sj&a=data science|search-v3|hpb|spbg
React Native - Mobile Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/niCPVn7yj6qG-React-Native---Mobile-Developer-Cairo-Egypt?o=444&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Python Backend Developer,"Bonocle, Inc.","Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/pMu2xKvv67b6-Python-Backend-Developer-Bonocle-Inc-Cairo-Egypt?o=445&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ERP System Support Analyst,Flairstech,"Maadi, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/1y2UR3dlUDEX-ERP-System-Support-Analyst-Flairstech-Cairo-Egypt?o=446&l=sp&t=sj&a=data science|search-v3|hpb|spbg
SAP PP QM PM Consultant,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/GJLtHROcBINt-SAP-PP-QM-PM-Consultant-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=447&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front-End Developer (Angular),Ithmaar Integrated Solutions,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/T7o0ARKkfBOs-Senior-Front-End-Developer-Angular-Ithmaar-Integrated-Solutions-Giza-Egypt?o=448&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Android Developer,Ebling,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/azP6uCmkxV1J-Android-Developer-Ebling-Giza-Egypt?o=449&l=sp&t=sj&a=data science|search-v3|hpb|spbg
System Analyst,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/hZvrQ8CEvbWT-System-Analyst-Caduceus-Lane-Alexandria-Egypt?o=450&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Database / BI Developer -Cairo,Millensys,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EPUTKZXO9UHA-Senior-Database-BI-Developer--Cairo-Millensys-Cairo-Egypt?o=451&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior UI/UX Designer - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/I9rcxvDoWZQ4-Senior-UIUX-Designer---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=452&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Quality Assurance & Automation Engineer,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Sbk5cVTsyKhV-Quality-Assurance-Automation-Engineer-Nile-Bits-LLC-Giza-Egypt?o=453&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .NET Developer (Desktop Application),Dexef,"Quweisna, Monufya, Egypt ",Full time,https://wuzzuf.net/jobs/p/9Pg9dUSNRghp-Senior-NET-Developer-Desktop-Application-Dexef-Monufya-Egypt?o=454&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Testing Engineer,Kalasko,"Hurghada, Red Sea, Egypt ",Work from home,https://wuzzuf.net/jobs/p/RG6LPaCGQiA2-Software-Testing-Engineer-Kalasko-Red-Sea-Egypt?o=455&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Cleopatra Hospitals Group,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/vFSEmhGDKOtI-IT-Manager-Cleopatra-Hospitals-Group-Giza-Egypt?o=456&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Representative (Downtown),So Value Pharma,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sHNQddutn5dw-Medical-Representative-Downtown-So-Value-Pharma-Cairo-Egypt?o=457&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Representative (Abbasia & Hadik ),So Value Pharma,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ysj5rrMMclgZ-Medical-Representative-Abbasia-Hadik-So-Value-Pharma-Giza-Egypt?o=458&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front-End Software Engineer,StatsBomb,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ckyZspqFnBqu-Senior-Front-End-Software-Engineer-StatsBomb-Cairo-Egypt?o=459&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Oracle Fusion Middleware Developer,Inetum,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Fmt0T48rmsBB-Senior-Oracle-Fusion-Middleware-Developer-Inetum-Cairo-Egypt?o=460&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Mobile Developer (React-Native),Ithmaar Integrated Solutions,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/OO6j0eMZgfV0-Senior-Mobile-Developer-React-Native-Ithmaar-Integrated-Solutions-Giza-Egypt?o=461&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Assistant Manager,Impomed Egypt,"Abdeen, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/TSa9eFNJl2m9-IT-Assistant-Manager-Impomed-Egypt-Cairo-Egypt?o=462&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Front-End Developer,AlgorithmZ –Tooli,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/SLz7ilCgqgi5-Front-End-Developer-AlgorithmZ-–Tooli-Cairo-Egypt?o=463&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack .Net Developer,Orient Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/kEnrqpYM4Z4L-Senior-Full-Stack-Net-Developer-Orient-Egypt-Giza-Egypt?o=464&l=sp&t=sj&a=data science|search-v3|hpb|spbg
System Administrator,TurnDigital,"Maadi, Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/JMtXOsDGXQs7-System-Administrator-TurnDigital-Cairo-Egypt?o=465&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Team Leader,Pharmaceutical Egyptian Association,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5YEnXJYGijyO-IT-Team-Leader-Pharmaceutical-Egyptian-Association-Cairo-Egypt?o=466&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front End Developer,Safa Soft,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XuNTdlCHYguu-Senior-Front-End-Developer-Safa-Soft-Cairo-Egypt?o=467&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT System Administrator,sofipack,"Badr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/BsJSgDdBFP2I-IT-System-Administrator-sofipack-Cairo-Egypt?o=468&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior UI/UX Designer,StatsBomb,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/FdejxxjtvD8v-Senior-UIUX-Designer-StatsBomb-Cairo-Egypt?o=469&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle Apps Developer,Bayt El Khebra,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/fCNk8JvLQCiA-Oracle-Apps-Developer-Bayt-El-Khebra-Cairo-Egypt?o=470&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Technical Applications Support Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/KhXqfKXPYYQX-IT-Technical-Applications-Support-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=471&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Principal Software Developer (Android/Kotlin),CrossWorkers,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/IMpRxScvCVz9-Principal-Software-Developer-AndroidKotlin-CrossWorkers-Cairo-Egypt?o=472&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Confidential -,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/cCRGKzB5VA92-IT-Manager-Cairo-Egypt?o=473&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ABAP Programmer,As-Salam International Hospital,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/E2gvK7UijLgq-ABAP-Programmer-As-Salam-International-Hospital-Cairo-Egypt?o=474&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior GCP Cloud & DevOps Engineer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/M7mFOUjsRr6U-Senior-GCP-Cloud-DevOps-Engineer-Cairo-Egypt?o=475&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Devops Engineer,Easy Cash,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/cMSGZ3oOyZ1k-Devops-Engineer-Easy-Cash-Cairo-Egypt?o=476&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Tester,3D Diagnostix,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8I6AEyoVTnnF-Senior-Software-Tester-3D-Diagnostix-Cairo-Egypt?o=477&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Systems Integration Specialist,Huga Tech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/NolwN9gs3up5-Senior-Systems-Integration-Specialist-Huga-Tech-Cairo-Egypt?o=478&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Python Developer,Div Systems,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GelxQqszHihh-Full-Stack-Python-Developer-Div-Systems-Cairo-Egypt?o=479&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Quality Control Lead - Cairo,AlgorithmZ –Tooli,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EsAVmIY4BDC8-Quality-Control-Lead---Cairo-AlgorithmZ-–Tooli-Cairo-Egypt?o=480&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Planning & Cost Control Engineer,Tabarak Holding ,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/L4KYDkalmKeh-Senior-Planning-Cost-Control-Engineer-Tabarak-Holding-Cairo-Egypt?o=481&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Maxab,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lNkeAVIEUDQ8-Senior-Android-Developer-Maxab-Cairo-Egypt?o=482&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .Net Team Lead,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/9Fjbzdhuilva-Senior-Net-Team-Lead-Cairo-Egypt?o=483&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Operations Specialist,e Aswaaq Misr,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/w0zOTkHd6eVY-IT-Operations-Specialist-e-Aswaaq-Misr-Giza-Egypt?o=484&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Machine Learning Engineer,Caelum Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/qqtdsKkAqwlW-Machine-Learning-Engineer-Caelum-Egypt-Giza-Egypt?o=485&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Backend Developer,Master Linux,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/HVFcCwkqMvDr-Senior-Java-Backend-Developer-Master-Linux-Giza-Egypt?o=486&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle / APEX Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Sg579LHQyh09-Oracle-APEX-Developer-Cairo-Egypt?o=487&l=sp&t=sj&a=data science|search-v3|hpb|spbg
POS Setup & Support Assistant Manager,Network International -Egypt,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0BlOqrIGkGhc-POS-Setup-Support-Assistant-Manager-Network-International--Egypt-Cairo-Egypt?o=488&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Development Team Leader,Superior Business Solutions,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ivi9LpTSBDhC-Software-Development-Team-Leader-Superior-Business-Solutions-Cairo-Egypt?o=489&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web Developer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Qe3jy3g02gCU-Web-Developer-Cairo-Egypt?o=490&l=sp&t=sj&a=data science|search-v3|hpb|spbg
"Full Stack Software Developer (.Net, Angular)",EME International,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/CbbyjxgQSbXV-Full-Stack-Software-Developer-Net-Angular-EME-International-Cairo-Egypt?o=491&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Maintenance Manager,Keys Group Services,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/L29T6hqYSNZD-Maintenance-Manager-Keys-Group-Services-Cairo-Egypt?o=492&l=sp&t=sj&a=data science|search-v3|hpb|spbg
QT Qml C++ Developer,360Imaging,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/3sYkhWWiwgls-QT-Qml-C-Developer-360Imaging-Giza-Egypt?o=493&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Database Administrator (Postgres),Ithmaar Integrated Solutions,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Kyc9tNFuF6mb-Database-Administrator-Postgres-Ithmaar-Integrated-Solutions-Giza-Egypt?o=494&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ERP Software Quality Control Engineer,Millensys,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/CL8O34y5wyKp-ERP-Software-Quality-Control-Engineer-Millensys-Cairo-Egypt?o=495&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mobile Applications Developer,e Aswaaq Misr,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/C4gxHSh0Ggwo-Mobile-Applications-Developer-e-Aswaaq-Misr-Giza-Egypt?o=496&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle Apps Developer,e-finance,"Smart Village, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/BjFSCiM2Egk8-Oracle-Apps-Developer-e-finance-Giza-Egypt?o=497&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,NeoP,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/13alHWY9fHCP-Senior-Android-Developer-NeoP-Cairo-Egypt?o=498&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Help Desk Admin,Mahgoub Group,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JTTMn5wYHOOn-IT-Help-Desk-Admin-Mahgoub-Group-Cairo-Egypt?o=499&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Representative - Downtown,Splendid Pharma,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/aqI6Hynvc6xr-Medical-Representative---Downtown-Splendid-Pharma-Cairo-Egypt?o=500&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Representative - Imbaba,Splendid Pharma,"Imbaba, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6wKmzYE66QrH-Medical-Representative---Imbaba-Splendid-Pharma-Giza-Egypt?o=501&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Developer,Caelum Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/5jqWj0I3QX7x-Software-Developer-Caelum-Egypt-Giza-Egypt?o=502&l=sp&t=sj&a=data science|search-v3|hpb|spbg
System Administrator,Royal House Language School,"Haram, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/gDMkglmA0ZVQ-System-Administrator-Royal-House-Language-School-Giza-Egypt?o=503&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Chemical Engineer,Sayyadco-company,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/rehNfNRYbLy7-Chemical-Engineer-Sayyadco-company-Cairo-Egypt?o=504&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Information Security Senior Specialist,Xceed,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Uf3zOCSUAqbQ-Information-Security-Senior-Specialist-Xceed-Cairo-Egypt?o=505&l=sp&t=sj&a=data science|search-v3|hpb|spbg
